Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;11;9;9
1;9;10;10;10;9
2;9;10;11;11;9
3;10;11;12;10;9
4;9;10;11;9;9
5;9;10;10;10;9
6;9;10;11;9;9
7;9;10;10;10;9
8;9;10;11;9;9
9;9;10;10;9;9
10;9;9;10;9;9
11;9;10;11;9;9
12;9;9;10;9;9
13;9;9;10;10;9
14;9;10;11;9;9
15;9;9;10;9;9
16;9;10;11;9;9
17;9;9;10;9;9
18;9;10;11;9;9
19;9;9;10;10;9
20;9;10;11;10;9
21;9;10;12;11;9
22;10;11;12;10;9
23;9;10;11;10;9
24;10;10;11;10;9
25;9;10;11;10;9
26;9;10;11;9;9
27;9;9;10;10;9
28;9;10;11;9;9
29;9;9;10;9;9
30;9;10;10;10;9
31;9;10;11;9;9
32;9;10;10;10;9
33;9;10;11;11;9
34;9;11;12;9;9
35;9;10;11;10;9
36;9;10;11;9;9
37;9;9;10;9;9
38;9;10;11;9;9
39;9;9;10;10;9
40;9;10;11;9;9
41;9;9;10;9;9
42;9;9;10;10;9
43;9;10;11;10;9
44;9;10;11;11;9
45;9;11;12;10;9
46;9;11;11;11;9
47;10;11;12;10;9
48;9;10;11;9;9
49;9;10;11;9;9
50;9;9;10;10;9
51;9;11;11;11;9
52;9;11;12;9;9
53;9;10;11;10;9
54;9;10;12;9;9
55;9;10;11;11;9
56;9;11;12;12;9
57;10;11;13;11;9
58;9;11;12;10;9
59;9;10;11;9;9
60;9;10;10;10;9
61;9;10;11;9;9
62;9;10;10;9;9
63;9;9;10;9;9
64;9;10;10;9;9
65;9;9;10;9;9
66;9;9;10;9;9
67;9;9;10;9;9
68;9;10;11;9;9
69;9;10;11;10;9
70;9;10;11;9;9
71;9;9;10;9;9
72;9;10;11;9;9
73;9;9;10;10;9
74;9;10;11;9;9
75;9;10;11;9;9
76;9;10;10;10;9
77;9;10;11;11;9
78;10;11;12;12;9
79;11;12;13;13;9
80;12;12;14;12;9
81;11;12;13;11;9
82;10;11;12;10;9
83;9;10;12;9;9
84;9;10;11;9;9
85;9;10;10;9;9
86;9;10;11;10;9
87;9;10;12;11;9
88;10;11;13;10;9
89;9;10;12;11;9
90;10;11;13;12;9
91;11;12;13;13;9
92;12;12;14;12;9
93;11;12;14;11;9
94;10;11;13;10;9
95;9;10;12;11;9
96;10;11;13;10;9
97;9;10;12;11;9
98;10;11;13;12;9
99;11;12;13;11;9
